"subject" "label" "mean" "std_dev"
2 "walking" 0.26559921 -0.015936305
2 "walking" 0.18741915 -0.011533248
2 "walking" 0.28420274 0.013704674
2 "walking" 0.35782982 -0.013519015
2 "walking" 0.31870911 -0.037635508
2 "walking" 0.32008469 -0.010838647
2 "walking" 0.19317016 -0.010586551
2 "walking" 0.19471487 -0.020176701
2 "walking" 0.34969095 -0.030496088
2 "walking" 0.30870458 -0.024987159
2 "walking" 0.21102476 -0.00058166814
2 "walking" 0.29771925 -0.020939986
2 "walking" 0.33314426 -0.043446917
2 "walking" 0.22981714 -0.0026481752
2 "walking" 0.23748279 0.0021969913
2 "walking" 0.33150518 -0.036584496
2 "walking" 0.26663115 -0.043309471
2 "walking" 0.24042087 0.0010854188
2 "walking" 0.29112809 0.015567293
2 "walking" 0.35552927 -0.023789742
2 "walking" 0.28744253 -0.050273681
2 "walking" 0.1844141 -0.014817877
2 "walking" 0.25204831 -0.00060425372
2 "walking" 0.33806106 -0.0413713
2 "walking" 0.29030031 -0.044250443
2 "walking" 0.26086953 -0.015550952
2 "walking_downstairs" 0.39276304 -0.059173884
2 "walking_downstairs" 0.33322745 -0.024943465
2 "walking_downstairs" 0.31615359 0.0012773598
2 "walking_downstairs" 0.15366105 -0.010077719
2 "walking_downstairs" 0.071035289 -0.015656183
2 "walking_downstairs" 0.33304231 -0.01019258
2 "walking_downstairs" 0.27579996 0.0018368697
2 "walking_downstairs" 0.27138623 -0.042483426
2 "walking_downstairs" 0.42604818 -0.058615109
2 "walking_downstairs" 0.2856233 -0.0060363793
2 "walking_downstairs" 0.35480453 -0.018153403
2 "walking_downstairs" 0.39558207 -0.012193647
2 "walking_downstairs" 0.22715659 -0.022146672
2 "walking_downstairs" 0.23483919 0.0081011057
2 "walking_downstairs" 0.23820197 -0.0026928807
2 "walking_downstairs" 0.27873663 -0.048279124
2 "walking_downstairs" 0.26374279 -0.02958616
2 "walking_downstairs" 0.30133385 -0.056094277
2 "walking_downstairs" 0.28026398 0.0060423653
2 "walking_downstairs" 0.24393099 -0.0040036613
2 "walking_downstairs" 0.28433754 0.013821312
2 "walking_downstairs" 0.41085939 -0.024854391
2 "walking_downstairs" 0.17766532 -0.070310559
2 "walking_downstairs" 0.20574701 -0.00517762
2 "walking_upstairs" 0.25186651 -0.030378942
2 "walking_upstairs" 0.20906379 -0.049359552
2 "walking_upstairs" 0.23655703 -0.0061942794
2 "walking_upstairs" 0.24274255 0.0099775927
2 "walking_upstairs" 0.28158555 -0.0075743135
2 "walking_upstairs" 0.18214828 -0.010646974
2 "walking_upstairs" 0.1821957 -0.0016884658
2 "walking_upstairs" 0.31178044 0.013873623
2 "walking_upstairs" 0.25615464 0.03261012
2 "walking_upstairs" 0.078156973 -0.027612708
2 "walking_upstairs" 0.17991522 0.040285843
2 "walking_upstairs" 0.28509055 -0.011054655
2 "walking_upstairs" 0.28495022 -0.017809348
2 "walking_upstairs" 0.1982599 -0.0072360841
2 "walking_upstairs" 0.25100692 0.027292221
2 "walking_upstairs" 0.26889811 0.027477206
2 "walking_upstairs" 0.14838783 -0.036547994
2 "walking_upstairs" 0.073728786 -0.14822575
2 "walking_upstairs" 0.28020794 -0.01113497
2 "walking_upstairs" 0.27452047 -0.0078204354
2 "walking_upstairs" 0.24402748 -0.0043812777
2 "walking_upstairs" 0.2858303 -0.0046677341
2 "walking_upstairs" 0.23646561 -0.036365249
2 "walking_upstairs" 0.2388571 -0.022813178
2 "walking_upstairs" 0.29475553 -0.062461304
2 "standing" 0.21881237 -0.055128494
2 "standing" 0.28767511 -0.030786823
2 "standing" 0.28732862 -0.030313825
2 "standing" 0.27273142 -0.028275581
2 "standing" 0.2758409 -0.018403826
2 "standing" 0.27860714 -0.010041872
2 "standing" 0.27627058 -0.0072991585
2 "standing" 0.27848792 -0.012224534
2 "standing" 0.28021898 -0.014917572
2 "standing" 0.27811098 -0.020942513
2 "standing" 0.27143024 -0.026177026
2 "standing" 0.33014802 0.01898283
2 "standing" 0.27746452 -0.022945736
2 "standing" 0.27972876 -0.017344364
2 "standing" 0.27941259 -0.016093153
2 "standing" 0.27740299 -0.017215318
2 "standing" 0.27792121 -0.016941868
2 "standing" 0.27704497 -0.016760148
2 "standing" 0.27295758 -0.022500824
2 "standing" 0.27204575 -0.024955862
2 "standing" 0.28245689 -0.014282925
2 "standing" 0.28722297 -0.010646634
2 "standing" 0.27655316 -0.014799101
2 "sitting" 0.23981797 0.082443951
2 "sitting" 0.23157481 0.029387192
2 "sitting" 0.27074746 -0.0043332488
2 "sitting" 0.27160041 -0.01596493
2 "sitting" 0.2689962 -0.012391548
2 "sitting" 0.27479909 -0.012039553
2 "sitting" 0.27879967 -0.015633084
2 "sitting" 0.27524573 -0.017001233
2 "sitting" 0.27566806 -0.016603733
2 "sitting" 0.26569797 -0.016850926
2 "sitting" 0.27097605 -0.01515646
2 "sitting" 0.41364162 -0.15839475
2 "sitting" 0.24841948 -0.019568651
2 "sitting" 0.28431213 -0.015594273
2 "sitting" 0.26632973 -0.014018832
2 "sitting" 0.26902515 -0.013122593
2 "sitting" 0.27804665 -0.013597299
2 "sitting" 0.27542397 -0.0049399286
2 "sitting" 0.27933873 -0.0073438173
2 "sitting" 0.2820615 -0.013704805
2 "sitting" 0.27327371 -0.013628537
2 "sitting" 0.27540653 -0.019426969
2 "laying" 0.28764759 -0.0031577634
2 "laying" 0.28981652 -0.023625983
2 "laying" 0.23247724 -0.015840013
2 "laying" 0.28001074 -0.01504451
2 "laying" 0.2889269 -0.016270962
2 "laying" 0.27077035 -0.018885449
2 "laying" 0.25720873 -0.018170348
2 "laying" 0.26881216 -0.017686334
2 "laying" 0.28168951 -0.018017943
2 "laying" 0.29122454 -0.01583904
2 "laying" 0.28651908 -0.016332634
2 "laying" 0.25854868 -0.032957509
2 "laying" 0.3038402 -0.017496054
2 "laying" 0.30362162 -0.017156999
2 "laying" 0.28786223 -0.017068863
2 "laying" 0.28312886 -0.017412761
2 "laying" 0.28062969 -0.018454053
2 "laying" 0.27683403 -0.016036583
2 "laying" 0.27066724 -0.018234096
2 "laying" 0.27326045 -0.016496129
2 "laying" 0.27398753 -0.013808599
2 "laying" 0.27585859 -0.018573541
2 "laying" 0.27714817 -0.017613671
2 "laying" 0.27456229 -0.015755629
2 "walking" 0.24860491 -0.086163379
2 "walking" 0.21690075 -0.0062597255
2 "walking" 0.26222243 -0.015316616
2 "walking" 0.29659805 -0.026108897
2 "walking" 0.24016527 0.014778169
2 "walking" 0.31286994 -0.014139669
2 "walking" 0.31649338 -0.042248362
2 "walking" 0.20894174 -0.020536706
2 "walking" 0.27124829 -0.0060117091
2 "walking" 0.35341932 -0.024866761
2 "walking" 0.22839376 -0.021200162
2 "walking" 0.21535112 0.0069834544
2 "walking" 0.32555586 -0.011187423
2 "walking" 0.36545296 -0.01988365
2 "walking" 0.26780915 -0.013846287
2 "walking" 0.34002771 -0.026012234
2 "walking" 0.26426913 -0.011202192
2 "walking" 0.26580166 -0.016486852
2 "walking" 0.25477841 -0.033032031
2 "walking" 0.22294492 0.0096186354
2 "walking" 0.37962251 -0.0066834563
2 "walking" 0.27911103 -0.033291612
2 "walking" 0.26173982 -0.016742272
2 "walking" 0.32915435 -0.034418332
2 "walking" 0.19549619 -0.016377097
2 "walking" 0.24387 0.011466552
2 "walking" 0.32955877 -0.029189921
2 "walking" 0.28806864 -0.032201474
2 "walking" 0.24987037 -0.0075291689
2 "walking_downstairs" 0.31930656 -0.010016849
2 "walking_downstairs" 0.12592012 -0.027658255
2 "walking_downstairs" 0.29997571 -0.01160794
2 "walking_downstairs" 0.26012783 -0.020200821
2 "walking_downstairs" 0.2871613 -0.010106916
2 "walking_downstairs" 0.32958399 0.0067191725
2 "walking_downstairs" 0.25184336 -0.052219039
2 "walking_downstairs" 0.24829116 -0.060992823
2 "walking_downstairs" 0.26160863 -0.073315382
2 "walking_downstairs" 0.29960665 -0.014975152
2 "walking_downstairs" 0.25953975 0.0055178016
2 "walking_downstairs" 0.25308441 -0.03528093
2 "walking_downstairs" 0.26156636 -0.020792241
2 "walking_downstairs" 0.31001933 -0.055972223
2 "walking_downstairs" 0.19842455 -0.027514258
2 "walking_downstairs" 0.22867274 -0.045504377
2 "walking_downstairs" 0.4228405 -0.0098579907
2 "walking_downstairs" 0.28711862 -0.020052061
2 "walking_downstairs" 0.10222138 -0.04865811
2 "walking_downstairs" 0.21485672 -0.0085199829
2 "walking_downstairs" 0.46767458 -0.015139256
2 "walking_downstairs" 0.30835585 0.015060179
2 "walking_downstairs" 0.29417901 -0.034406963
2 "walking_upstairs" 0.20731083 -0.19305262
2 "walking_upstairs" 0.36261593 -0.072425218
2 "walking_upstairs" 0.27816503 0.027962971
2 "walking_upstairs" 0.2563942 -0.012968956
2 "walking_upstairs" 0.24683451 -0.043831863
2 "walking_upstairs" 0.29819093 -0.023188147
2 "walking_upstairs" 0.26963228 -0.037614803
2 "walking_upstairs" 0.19648111 0.0058967997
2 "walking_upstairs" 0.19518889 -0.074923063
2 "walking_upstairs" 0.24200036 -0.051685995
2 "walking_upstairs" 0.31856167 -0.027020624
2 "walking_upstairs" 0.28637788 -0.037529434
2 "walking_upstairs" 0.26149147 -0.040122792
2 "walking_upstairs" 0.25438287 0.0093508548
2 "walking_upstairs" 0.22326915 -0.00014139722
2 "walking_upstairs" 0.21223054 0.0029777676
2 "walking_upstairs" 0.37772556 -0.043437113
2 "walking_upstairs" 0.36081239 -0.03391096
2 "walking_upstairs" 0.25631314 -0.016422148
2 "walking_upstairs" 0.26294232 0.0074128076
2 "walking_upstairs" 0.27685853 0.011056542
2 "walking_upstairs" 0.24514236 -0.015805672
2 "walking_upstairs" 0.19783456 -0.015901763
4 "standing" 0.19918776 0.036583027
4 "standing" 0.28638505 -0.083568838
4 "standing" 0.30882643 -0.036619566
4 "standing" 0.25756859 0.020305323
4 "standing" 0.25955873 0.0046596569
4 "standing" 0.28314011 -0.021003469
4 "standing" 0.26517313 -0.010026893
4 "standing" 0.27008378 0.0048569578
4 "standing" 0.28273831 -0.017324312
4 "standing" 0.28113989 -0.024462626
4 "standing" 0.28014898 -0.023329188
4 "standing" 0.2817674 -0.025205551
4 "standing" 0.2842585 -0.021144586
4 "standing" 0.28260885 -0.01808229
4 "standing" 0.27944946 -0.018085928
4 "standing" 0.26896048 -0.022184652
4 "standing" 0.33525867 0.075461569
4 "standing" 0.27186857 -0.036372612
4 "standing" 0.28200991 -0.032682629
4 "standing" 0.27568858 -0.030012935
4 "standing" 0.26911817 -0.02580678
4 "standing" 0.2734611 -0.018551272
4 "standing" 0.27321225 -0.0096402541
4 "standing" 0.27596953 -0.03030971
4 "standing" 0.27963328 -0.030560045
4 "standing" 0.27581383 -0.013010156
4 "standing" 0.27380433 -0.012208646
4 "standing" 0.30611912 -0.007766932
4 "sitting" 0.19014289 0.055032093
4 "sitting" 0.28846121 -0.023680076
4 "sitting" 0.28155688 -0.014095673
4 "sitting" 0.27685643 -0.012799337
4 "sitting" 0.2770617 -0.01402073
4 "sitting" 0.27513101 -0.012226581
4 "sitting" 0.27728983 -0.0099312438
4 "sitting" 0.28017578 -0.010445598
4 "sitting" 0.27581403 -0.013128433
4 "sitting" 0.27255474 -0.014617518
4 "sitting" 0.27805019 -0.016252849
4 "sitting" 0.28852873 -0.018765023
4 "sitting" 0.28055394 0.028599996
4 "sitting" 0.27796689 0.0002353859
4 "sitting" 0.27539409 -0.011431425
4 "sitting" 0.27175681 -0.0079864375
4 "sitting" 0.27410952 -0.005364989
4 "sitting" 0.27799739 -0.01328597
4 "sitting" 0.28118107 -0.012872911
4 "sitting" 0.28084628 -0.021385093
4 "sitting" 0.26870402 -0.012186752
4 "sitting" 0.26830284 0.010543407
4 "sitting" 0.27751716 -0.0040593567
4 "sitting" 0.27872577 -0.028978167
4 "laying" 0.051028466 0.0065653695
4 "laying" 0.30861379 -0.036677174
4 "laying" 0.23647975 -0.013171324
4 "laying" 0.28035575 -0.015589391
4 "laying" 0.27731664 -0.017055974
4 "laying" 0.2771087 -0.017248532
4 "laying" 0.27732543 -0.018180619
4 "laying" 0.27748275 -0.017005809
4 "laying" 0.27506732 -0.015686386
4 "laying" 0.27642809 -0.01662193
4 "laying" 0.27806382 -0.018812708
4 "laying" 0.27674706 -0.017204143
4 "laying" 0.28585883 -0.014763411
4 "laying" 0.2733935 -0.017214987
4 "laying" 0.28029271 -0.015953791
4 "laying" 0.28978779 -0.014542375
4 "laying" 0.32779551 -0.015229268
4 "laying" 0.36526137 0.0084160269
4 "laying" 0.25596857 -0.0074210551
4 "laying" 0.27825064 -0.018024047
4 "laying" 0.28369547 -0.01736667
4 "laying" 0.27322234 -0.018568274
4 "laying" 0.274189 -0.016910887
4 "laying" 0.28222232 -0.016935802
4 "laying" 0.27869661 -0.016529127
4 "laying" 0.28055182 -0.015765129
4 "laying" 0.27475392 -0.019499381
4 "laying" 0.27684005 -0.017767982
4 "laying" 0.27710557 -0.015506359
4 "laying" 0.2924326 -0.017878346
4 "walking" 0.30915404 0.046080947
4 "walking" 0.26093585 -0.0093436512
4 "walking" 0.28996373 -0.018980389
4 "walking" 0.27368944 -0.033732585
4 "walking" 0.25883749 -0.0069610662
4 "walking" 0.34684312 -0.0011256259
4 "walking" 0.26158945 -0.022160746
4 "walking" 0.2484134 -0.041231042
4 "walking" 0.25553983 -0.025850438
4 "walking" 0.27320412 -0.01203237
4 "walking" 0.31831507 -0.021271136
4 "walking" 0.25520113 0.011061827
4 "walking" 0.28671326 -0.020601225
4 "walking" 0.26112918 -0.049985729
4 "walking" 0.25694564 0.0054141258
4 "walking" 0.34234961 0.011521256
4 "walking" 0.26227824 -0.057349042
4 "walking" 0.2693487 -0.0025087408
4 "walking" 0.28833576 0.01508198
4 "walking" 0.28550945 -0.025785907
4 "walking" 0.26413773 -0.054654853
4 "walking" 0.26884884 0.008148501
4 "walking" 0.31756167 0.0054502873
4 "walking" 0.27050501 -0.028146555
4 "walking" 0.24916439 -0.046933272
4 "walking" 0.27243408 -0.021554906
4 "walking" 0.32498849 0.0072651168
4 "walking" 0.24362795 -0.026698627
4 "walking" 0.2604804 -0.015305432
4 "walking" 0.28402036 -0.015717841
4 "walking" 0.27672301 0.0104587
4 "walking_downstairs" 0.32860731 0.013722763
4 "walking_downstairs" 0.22999415 0.013894079
4 "walking_downstairs" 0.3416868 -0.034447458
4 "walking_downstairs" 0.16422959 0.030590021
4 "walking_downstairs" 0.29353396 -0.007301699
4 "walking_downstairs" 0.22827325 0.007316065
4 "walking_downstairs" 0.30233239 0.031498918
4 "walking_downstairs" 0.3172964 -0.022770336
4 "walking_downstairs" 0.37374556 -0.046482279
4 "walking_downstairs" 0.28426048 -0.028545838
4 "walking_downstairs" 0.14957067 -0.0051893681
4 "walking_downstairs" 0.22200404 -0.0029673033
4 "walking_downstairs" 0.21602107 -0.011841202
4 "walking_downstairs" 0.26857249 -0.018425387
4 "walking_downstairs" 0.48249021 -0.021489383
4 "walking_downstairs" 0.32140238 0.02575832
4 "walking_downstairs" 0.21088246 0.0068403589
4 "walking_downstairs" 0.17856694 -0.02263644
4 "walking_downstairs" 0.23349642 -0.046622351
4 "walking_downstairs" 0.27473751 0.0015783122
4 "walking_downstairs" 0.26728659 -0.019647729
4 "walking_downstairs" 0.34839724 -0.032357253
4 "walking_downstairs" 0.33398592 0.006971351
4 "walking_upstairs" 0.36323991 -0.091988202
4 "walking_upstairs" 0.21150956 0.015320443
4 "walking_upstairs" 0.14028257 -0.024774748
4 "walking_upstairs" 0.30833231 -0.031230345
4 "walking_upstairs" 0.30127859 -0.0081853394
4 "walking_upstairs" 0.33356457 -0.012958909
4 "walking_upstairs" 0.24842031 -0.0028505653
4 "walking_upstairs" 0.17402448 -0.037292256
4 "walking_upstairs" 0.33903608 -0.040870077
4 "walking_upstairs" 0.36579586 -0.015943004
4 "walking_upstairs" 0.23488534 0.0031079074
4 "walking_upstairs" 0.17290917 -0.12207847
4 "walking_upstairs" 0.24966739 -0.026959305
4 "walking_upstairs" 0.37154184 -0.036892063
4 "walking_upstairs" 0.38604971 -0.011091889
4 "walking_upstairs" 0.27420703 -0.017415219
4 "walking_upstairs" 0.24881813 -0.0082547695
4 "walking_upstairs" 0.28987434 -0.024056563
4 "walking_upstairs" 0.27175142 -0.052301652
4 "walking_upstairs" 0.25342313 -0.034023083
4 "walking_upstairs" 0.33411519 -0.13109183
4 "walking_upstairs" 0.34863245 -0.041476271
4 "walking_upstairs" 0.26105522 -0.024170981
4 "walking_upstairs" 0.29821999 -0.022570919
4 "walking_upstairs" 0.27901789 -0.020843435
4 "walking_upstairs" 0.24934673 -0.018999253
4 "walking_upstairs" 0.28096328 -0.024715802
4 "walking_upstairs" 0.26011522 -0.009225646
4 "standing" 0.36712484 0.24610584
4 "standing" 0.19050003 -0.028162994
4 "standing" 0.31023328 -0.044826469
4 "standing" 0.29749006 -0.0040575498
4 "standing" 0.27799381 -0.0052553965
4 "standing" 0.28148819 -0.029252444
4 "standing" 0.27885312 -0.028739355
4 "standing" 0.2854892 -0.024575917
4 "standing" 0.28141963 -0.018489534
4 "standing" 0.27151202 -0.01879681
4 "standing" 0.2701509 -0.0066498908
4 "standing" 0.27543487 -0.0069991706
4 "standing" 0.27566389 -0.017385183
4 "standing" 0.28341065 -0.023547821
4 "standing" 0.28319449 -0.024927815
4 "standing" 0.27608047 -0.044892866
4 "standing" 0.39858287 0.18626034
4 "standing" 0.26641823 -0.057992817
4 "standing" 0.28072709 -0.029906051
4 "standing" 0.28124873 -0.019284539
4 "standing" 0.27333711 0.020901722
4 "standing" 0.27413712 0.00087612591
4 "standing" 0.27753373 -0.048244353
4 "standing" 0.28102791 -0.014189564
4 "standing" 0.28302122 0.020707886
4 "standing" 0.27710382 -0.013321072
4 "standing" 0.27450554 -0.049374149
4 "standing" 0.27135016 -0.021277032
4 "sitting" 0.079402186 0.14062679
4 "sitting" 0.28204284 -0.057987551
4 "sitting" 0.28472725 -0.0092622469
4 "sitting" 0.27583242 -0.015331246
4 "sitting" 0.27231528 -0.015412665
4 "sitting" 0.27099024 -0.013259527
4 "sitting" 0.2642178 -0.012400398
4 "sitting" 0.26619674 -0.014443952
4 "sitting" 0.28617733 -0.020494997
4 "sitting" 0.28599478 -0.0176916
4 "sitting" 0.26800319 -0.011157346
4 "sitting" 0.27493336 -0.016660817
4 "sitting" 0.27825684 -0.016752712
4 "sitting" 0.27549278 -0.0148767
4 "sitting" 0.27528208 0.12667924
4 "sitting" 0.31210237 -0.047990691
4 "sitting" 0.27742856 -0.057169731
4 "sitting" 0.27780483 -0.036323811
4 "sitting" 0.27725952 -0.0048038739
4 "sitting" 0.2761973 0.005411349
4 "sitting" 0.27395934 -0.017890333
4 "sitting" 0.26716515 0.027108345
4 "sitting" 0.26021014 0.065940955
4 "sitting" 0.27084629 -0.040086523
4 "sitting" 0.2855496 -0.072470086
4 "sitting" 0.28384658 -0.028349849
4 "laying" -0.27033343 0.059234721
4 "laying" 0.35770991 -0.035391223
4 "laying" 0.26299648 -0.01304195
4 "laying" 0.25903815 -0.015621731
4 "laying" 0.28407807 -0.017065177
4 "laying" 0.29224468 -0.016465621
4 "laying" 0.28900955 -0.018282427
4 "laying" 0.2807251 -0.016330983
4 "laying" 0.26654807 -0.01588764
4 "laying" 0.25779981 -0.016095206
4 "laying" 0.26238894 -0.017120727
4 "laying" 0.27740118 -0.017043803
4 "laying" 0.061186573 -0.011163862
4 "laying" 0.34391723 -0.031638123
4 "laying" 0.26942456 -0.01055157
4 "laying" 0.27537018 -0.017070771
4 "laying" 0.28422452 -0.018274176
4 "laying" 0.27924636 -0.016580887
4 "laying" 0.27861241 -0.016744862
4 "laying" 0.27367494 -0.01676983
4 "laying" 0.27657213 -0.015897829
4 "laying" 0.27831789 -0.017513229
4 "laying" 0.27248973 -0.018007417
4 "laying" 0.27721839 -0.016698134
4 "walking" 0.29163418 -0.014972881
4 "walking" 0.28512039 0.0067621401
4 "walking" 0.24066899 -0.040748481
4 "walking" 0.30247452 -0.015351499
4 "walking" 0.28243899 0.001155636
4 "walking" 0.29491553 -0.020137607
4 "walking" 0.2504735 -0.035023747
4 "walking" 0.23922113 0.0065782558
4 "walking" 0.33770701 -0.0042082511
4 "walking" 0.26852186 -0.042939982
4 "walking" 0.24843563 -0.020143338
4 "walking" 0.26889439 -0.015807914
4 "walking" 0.30344228 -0.022841831
4 "walking" 0.29192158 -0.010980288
4 "walking" 0.26841076 0.020047468
4 "walking" 0.30029053 -0.055739891
4 "walking" 0.27454548 0.010493163
4 "walking" 0.28836911 -0.012305963
4 "walking" 0.26482439 -0.021515022
4 "walking" 0.31564506 -0.018495012
4 "walking" 0.30447714 -0.017665493
4 "walking" 0.20046704 -0.026278572
4 "walking" 0.26030918 -0.011686588
4 "walking" 0.30906248 -0.0090706387
4 "walking" 0.30166119 -0.019919391
4 "walking" 0.20956471 -0.020663275
4 "walking" 0.27821911 -0.024317013
4 "walking" 0.32661005 -0.016921005
4 "walking" 0.26980626 -0.00025139395
4 "walking_downstairs" 0.36400551 -0.011985323
4 "walking_downstairs" 0.35510843 0.018031926
4 "walking_downstairs" 0.36403235 -0.042051321
4 "walking_downstairs" 0.21899076 -0.029465827
4 "walking_downstairs" 0.21748354 0.030261646
4 "walking_downstairs" 0.22571795 -0.039452822
4 "walking_downstairs" 0.23403677 -0.038275976
4 "walking_downstairs" 0.3708507 0.02314204
4 "walking_downstairs" 0.2586033 0.012907529
4 "walking_downstairs" 0.30990241 0.021053218
4 "walking_downstairs" 0.23899183 -0.042579971
4 "walking_downstairs" 0.40689452 -0.027527223
4 "walking_downstairs" 0.35804906 -0.028888096
4 "walking_downstairs" 0.12166437 -0.042791613
4 "walking_downstairs" 0.16016873 0.012275909
4 "walking_downstairs" 0.34577011 0.008331067
4 "walking_downstairs" 0.26170209 0.0098124347
4 "walking_downstairs" 0.3789949 -0.05024955
4 "walking_downstairs" 0.26937883 -0.037452758
4 "walking_downstairs" 0.13771755 0.0018420117
4 "walking_downstairs" 0.35522774 -0.0017599745
4 "walking_downstairs" 0.27377455 -0.0037138714
4 "walking_upstairs" 0.23644039 -0.12193899
4 "walking_upstairs" 0.31364281 -0.0021203364
4 "walking_upstairs" 0.33823101 -0.00090524071
4 "walking_upstairs" 0.26722577 -0.015071218
4 "walking_upstairs" 0.24148213 -0.053850982
4 "walking_upstairs" 0.27492864 -0.04149706
4 "walking_upstairs" 0.19479704 -0.0093078134
4 "walking_upstairs" 0.19108755 -0.011703716
4 "walking_upstairs" 0.23864352 -0.12418937
4 "walking_upstairs" 0.37661057 -0.010742054
4 "walking_upstairs" 0.39366628 -0.010218646
4 "walking_upstairs" 0.26265802 -0.0286908
4 "walking_upstairs" 0.23088375 -0.025104612
4 "walking_upstairs" 0.2957943 -0.036844175
4 "walking_upstairs" 0.18529287 0.00081271653
4 "walking_upstairs" 0.15940435 0.010533098
4 "walking_upstairs" 0.29807391 -0.20173135
4 "walking_upstairs" 0.21463291 -0.014642436
4 "walking_upstairs" 0.20637424 -6.2653314e-05
4 "walking_upstairs" 0.30506435 -0.0056742337
4 "walking_upstairs" 0.32496752 0.035031384
4 "walking_upstairs" 0.28750332 -0.048242483
4 "walking_upstairs" 0.21894807 -0.050101861
4 "walking_upstairs" 0.1791572 -0.02288726
9 "standing" 0.27911531 0.01056235
9 "standing" 0.28054459 -0.021530718
9 "standing" 0.27220598 -0.017500432
9 "standing" 0.27142722 -0.019603709
9 "standing" 0.28388166 -0.021874168
9 "standing" 0.28114415 -0.020836641
9 "standing" 0.27893183 -0.017987423
9 "standing" 0.27755079 -0.014363712
9 "standing" 0.2738738 -0.014017638
9 "standing" 0.2759053 -0.018010752
9 "standing" 0.30239387 -0.015771145
9 "standing" 0.27010979 -0.020743235
9 "standing" 0.27436017 -0.016406789
9 "standing" 0.27576294 -0.013671637
9 "standing" 0.27633541 -0.013908524
9 "standing" 0.2750132 -0.015239279
9 "standing" 0.27788523 -0.017263995
9 "standing" 0.28287427 -0.01425164
9 "standing" 0.29365488 -0.041640983
9 "standing" 0.28757138 -0.03892643
9 "standing" 0.26459293 0.015780489
9 "standing" 0.27010488 0.0092401457
9 "sitting" 0.23379765 -0.0089945852
9 "sitting" 0.29227472 -0.02241997
9 "sitting" 0.28873745 -0.01691176
9 "sitting" 0.28146396 -0.019342561
